sku,inRoqResult,isApendSku,inTip,inForecastNational,inVendorData
2239760,N,N,N,Y,N
2251117,Y,N,Y,Y,Y
2351198,Y,N,Y,Y,Y
327180,N,N,N,Y,N
354685,N,N,N,Y,N
358131,N,N,N,Y,N
360471,N,N,N,Y,N
449464,N,N,N,Y,N
590566,Y,N,Y,Y,Y
659344,N,N,N,Y,N
72644,N,N,N,Y,N
128650,Y,N,Y,Y,Y
2165024,Y,N,Y,Y,Y
2313777,Y,N,Y,Y,Y
2338167,Y,N,Y,Y,Y
358132,N,N,N,Y,N
581657,N,N,N,Y,N
626936,Y,N,Y,Y,Y
124141,N,N,N,Y,N
1748920,N,N,N,Y,N
1772482,N,N,N,Y,N
1917553,Y,N,Y,Y,Y
2144532,Y,N,Y,Y,Y
2266492,Y,N,Y,Y,Y
2335206,Y,N,Y,Y,Y
301568,N,N,N,Y,N
358133,N,N,N,Y,N
438774,N,N,N,Y,N
581658,N,N,N,Y,N
626937,Y,N,Y,Y,Y
104702,N,N,N,Y,N
2062561,N,N,N,Y,N
2097365,Y,N,Y,Y,Y
2266493,Y,N,Y,Y,Y
2349356,Y,N,Y,Y,Y
358134,N,N,N,Y,N
602051,Y,N,Y,Y,Y
67634,Y,N,Y,Y,Y
134719,Y,N,Y,Y,Y
1772484,Y,N,Y,Y,Y
1772646,Y,N,Y,Y,Y
1829508,Y,N,Y,Y,Y
1913207,N,N,N,Y,N
2017850,N,N,N,Y,N
2144534,N,N,N,Y,N
2208524,Y,N,Y,Y,Y
2348510,Y,N,Y,Y,Y
2350193,Y,N,Y,Y,Y
355624,Y,N,Y,Y,Y
358135,N,N,N,Y,N
360637,Y,N,Y,Y,Y
380734,N,N,N,Y,N
540619,N,N,N,Y,N
555046,N,N,N,Y,N
87688,N,N,N,Y,N
1900239,N,N,N,Y,N
2310990,Y,N,Y,Y,Y
2341608,Y,N,Y,Y,Y
343880,N,N,N,Y,N
358136,N,N,N,Y,N
362915,N,N,N,Y,N
452744,Y,N,Y,Y,Y
555047,Y,N,Y,Y,Y
591344,N,N,N,Y,N
658791,N,N,N,N,N
124145,N,N,N,Y,N
2330755,Y,N,Y,Y,Y
358137,N,N,N,Y,N
528156,N,N,N,Y,N
658954,N,N,N,Y,N
151984,N,N,N,Y,N
2255516,Y,N,Y,Y,Y
2266497,N,N,N,Y,N
2350402,Y,N,Y,Y,Y
358138,N,N,N,Y,N
359362,N,N,N,Y,N
653103,Y,N,Y,Y,Y
93521,N,N,N,Y,N
1770093,N,N,N,Y,N
1957258,Y,N,Y,Y,Y
2018583,N,N,N,Y,N
2095137,Y,N,Y,Y,Y
2227077,N,N,N,Y,N
2277685,N,N,N,Y,N
2348514,Y,N,Y,Y,Y
316045,N,N,N,Y,N
358139,N,N,N,Y,N
467336,N,N,N,Y,N
1716472,N,N,N,Y,N
1831122,Y,N,Y,Y,Y
1957259,N,N,N,Y,N
2077769,Y,N,Y,Y,Y
2184120,N,N,N,Y,N
2197540,Y,N,Y,Y,Y
2349244,Y,N,Y,Y,Y
32061,Y,N,Y,Y,Y
467337,N,N,N,Y,N
528159,N,N,N,Y,N
575148,N,N,N,Y,N
635736,N,N,N,Y,N
104709,N,N,N,Y,N
1671194,N,N,N,Y,N
2349245,Y,N,Y,Y,Y
442786,N,N,N,Y,N
467338,N,N,N,Y,N
508440,N,N,N,Y,N
125536,Y,N,Y,Y,Y
1833690,N,N,N,Y,N
2036612,Y,N,Y,Y,Y
2102285,Y,N,Y,Y,Y
2344007,Y,N,Y,Y,Y
2344458,Y,N,Y,Y,Y
316048,N,N,N,Y,N
359410,N,N,N,Y,N
467339,N,N,N,Y,N
77163,N,N,N,Y,N
125870,N,N,N,Y,N
1770097,N,N,N,Y,N
1833691,N,N,N,Y,N
1878458,N,N,N,Y,N
1911810,N,N,N,Y,N
1982911,N,N,N,Y,N
2241499,N,N,N,Y,N
2255241,Y,N,Y,Y,Y
2344008,Y,N,Y,Y,Y
2345070,Y,N,Y,Y,Y
2350083,Y,N,Y,Y,Y
2350407,Y,N,Y,Y,Y
343887,N,N,N,Y,N
381353,N,N,N,Y,N
54600,N,N,N,Y,N
644982,N,N,N,Y,N
77164,N,N,N,Y,N
102768,N,N,N,Y,N
141576,N,N,N,Y,N
1671197,N,N,N,Y,N
1716025,Y,N,Y,Y,Y
2013231,Y,N,Y,Y,Y
2017246,N,N,N,Y,N
2344009,Y,N,Y,Y,Y
2348690,Y,N,Y,Y,Y
453363,N,N,N,Y,N
133891,N,N,N,Y,N
1735845,Y,N,Y,Y,Y
1874283,N,N,N,Y,N
2213429,N,N,N,Y,N
2214040,Y,N,Y,Y,Y
2328918,N,N,N,Y,N
2346620,Y,N,Y,Y,Y
381355,N,N,N,Y,N
127042,N,N,N,Y,N
154547,N,N,N,Y,N
160171,Y,N,Y,Y,Y
1704282,Y,N,Y,Y,Y
1735846,Y,N,Y,Y,Y
1826115,N,N,N,Y,N
2060673,N,N,N,Y,N
2346577,Y,N,Y,Y,Y
597410,N,N,N,Y,N
124370,N,N,N,Y,N
142965,N,N,N,Y,N
1833695,N,N,N,Y,N
2161195,N,N,N,Y,N
342431,N,N,N,Y,N
597411,N,N,N,Y,N
103383,Y,N,Y,Y,Y
126315,N,N,N,Y,N
127044,N,N,N,Y,N
142966,N,N,N,Y,N
160173,N,N,N,Y,N
1833696,N,N,N,Y,N
1851227,Y,N,Y,Y,Y
2106188,Y,N,Y,Y,Y
2199050,N,N,N,Y,N
2222837,Y,N,Y,Y,Y
2291381,Y,N,Y,Y,Y
2331872,Y,N,Y,Y,Y
2350088,Y,N,Y,Y,Y
307477,N,N,N,Y,N
315991,N,N,N,Y,N
381358,N,N,N,Y,N
602109,N,N,N,Y,N
127045,N,N,N,Y,N
1768302,Y,N,Y,Y,Y
2199051,N,N,N,Y,N
2240207,Y,N,Y,Y,Y
2350089,Y,N,Y,Y,Y
349003,N,N,N,Y,N
368660,N,N,N,Y,N
488054,Y,N,Y,Y,Y
590230,Y,N,Y,Y,Y
626555,N,N,N,Y,N
91632,N,N,N,Y,N
131825,N,N,N,Y,N
147800,N,N,N,Y,N
1727100,Y,N,Y,Y,Y
2199052,N,N,N,Y,N
2219897,N,N,N,Y,N
2327095,Y,N,Y,Y,Y
2336167,Y,N,Y,Y,Y
315993,N,N,N,Y,N
47317,N,N,N,Y,N
516512,Y,N,Y,Y,Y
131826,Y,N,Y,Y,Y
1671130,N,N,N,Y,N
1727101,Y,N,Y,Y,Y
1732114,N,N,N,Y,N
1869320,N,N,N,Y,N
2028322,Y,N,Y,Y,Y
2112634,N,N,N,Y,N
482377,N,N,N,Y,N
565573,N,N,N,Y,N
131827,N,N,N,Y,N
160221,Y,N,Y,Y,Y
1671131,N,N,N,Y,N
1768305,N,N,N,Y,N
2105840,Y,N,Y,Y,Y
2348580,Y,N,Y,Y,Y
349006,N,N,N,Y,N
46761,N,N,N,Y,N
555160,N,N,N,Y,N
58506,N,N,N,Y,N
631291,N,N,N,Y,N
73202,N,N,N,Y,N
1671132,N,N,N,Y,N
1732116,N,N,N,Y,N
1770033,Y,N,Y,Y,Y
1787350,N,N,N,Y,N
1869322,Y,N,Y,Y,Y
2108019,Y,N,Y,Y,Y
2199055,N,N,N,Y,N
2217711,Y,N,Y,Y,Y
2307207,Y,N,Y,Y,Y
2333703,Y,N,Y,Y,Y
2348699,Y,N,Y,Y,Y
23541,N,N,N,Y,N
449583,N,N,N,Y,N
482379,N,N,N,Y,N
73203,N,N,N,Y,N
81060,N,N,N,Y,N
1671133,N,N,N,Y,N
1770034,Y,N,Y,Y,Y
1788242,Y,N,Y,Y,Y
1983371,Y,N,Y,Y,Y
2192648,Y,N,Y,Y,Y
2199056,N,N,N,Y,N
2327099,Y,N,Y,Y,Y
2346511,Y,N,Y,Y,Y
308751,Y,N,Y,Y,Y
349008,N,N,N,Y,N
392884,N,N,N,Y,N
149876,N,N,N,Y,N
160224,N,N,N,Y,N
1671134,N,N,N,Y,N
1883698,N,N,N,Y,N
2343506,Y,N,Y,Y,Y
2346468,Y,N,Y,Y,Y
308914,Y,N,Y,Y,Y
511729,N,N,N,Y,N
130778,Y,N,Y,Y,Y
149877,N,N,N,Y,N
150262,N,N,N,Y,N
1671135,N,N,N,Y,N
1836303,N,N,N,Y,N
2076045,Y,N,Y,Y,Y
2199058,N,N,N,Y,N
2344731,Y,N,Y,Y,Y
2345578,N,N,N,Y,N
399500,N,N,N,Y,N
610513,Y,N,Y,Y,Y
1671136,N,N,N,Y,N
1770037,N,N,N,Y,N
2299797,Y,N,Y,Y,Y
23545,N,N,N,Y,N
300185,N,N,N,Y,N
449587,N,N,N,Y,N
449631,N,N,N,Y,N
156600,N,N,N,Y,N
1671137,N,N,N,Y,N
1723049,Y,N,Y,Y,Y
2045140,Y,N,Y,Y,Y
2342294,Y,N,Y,Y,Y
2346966,Y,N,Y,Y,Y
23546,N,N,N,Y,N
399502,N,N,N,Y,N
658126,N,N,N,Y,N
140013,Y,N,Y,Y,Y
1671138,N,N,N,Y,N
1886095,Y,N,Y,Y,Y
2125782,Y,N,Y,Y,Y
2136474,Y,N,Y,Y,Y
2331314,Y,N,Y,Y,Y
2339226,Y,N,Y,Y,Y
2347740,Y,N,Y,Y,Y
300187,N,N,N,Y,N
540622,N,N,N,Y,N
658127,N,N,N,Y,N
156602,N,N,N,Y,N
1920295,N,N,N,Y,N
2125783,Y,N,Y,Y,Y
2212812,Y,N,Y,Y,Y
2336554,Y,N,Y,Y,Y
2349479,Y,N,Y,Y,Y
304698,N,N,N,Y,N
308757,Y,N,Y,Y,Y
312310,N,N,N,Y,N
563187,N,N,N,Y,N
601940,N,N,N,Y,N
1773498,Y,N,Y,Y,Y
2334322,Y,N,Y,Y,Y
2337608,Y,N,Y,Y,Y
2344736,Y,N,Y,Y,Y
304699,N,N,N,Y,N
482269,Y,N,Y,Y,Y
557941,Y,N,Y,Y,Y
566851,N,N,N,Y,N
61510,N,N,N,Y,N
616486,Y,N,Y,Y,Y
88746,N,N,N,Y,N
145868,N,N,N,Y,N
156442,N,N,N,Y,N
2155188,Y,N,Y,Y,Y
2346357,Y,N,Y,Y,Y
301620,N,N,N,Y,N
305635,Y,N,Y,Y,Y
308759,N,N,N,Y,N
330088,N,N,N,Y,N
362920,Y,N,Y,Y,Y
379904,N,N,N,Y,N
566852,N,N,N,Y,N
61511,N,N,N,Y,N
114016,N,N,N,Y,N
1848064,Y,N,Y,Y,Y
2028667,N,N,N,Y,N
2122211,Y,N,Y,Y,Y
2177068,Y,N,Y,Y,Y
2244784,N,N,N,Y,N
2310168,Y,N,Y,Y,Y
2339563,Y,N,Y,Y,Y
2346402,Y,N,Y,Y,Y
2346853,Y,N,Y,Y,Y
301577,N,N,N,Y,N
330089,N,N,N,Y,N
446469,N,N,N,Y,N
563234,N,N,N,Y,N
566853,N,N,N,Y,N
2142922,N,N,N,Y,N
2284808,N,N,N,Y,N
2323020,Y,N,Y,Y,Y
2346359,Y,N,Y,Y,Y
301622,N,N,N,Y,N
369448,Y,N,Y,Y,Y
488897,N,N,N,Y,N
1672368,N,N,N,Y,N
2247297,Y,N,Y,Y,Y
2255360,N,N,N,Y,N
2340725,Y,N,Y,Y,Y
2348970,Y,N,Y,Y,Y
330135,N,N,N,Y,N
355633,Y,N,Y,Y,Y
468188,Y,N,Y,Y,Y
1833027,Y,N,Y,Y,Y
1904802,Y,N,Y,Y,Y
2331492,N,N,N,Y,N
2341950,Y,N,Y,Y,Y
2346405,Y,N,Y,Y,Y
2346856,Y,N,Y,Y,Y
84123,N,N,N,Y,N
152883,N,N,N,Y,N
156780,Y,N,Y,Y,Y
1668581,Y,N,Y,Y,Y
1796769,Y,N,Y,Y,Y
1890764,N,N,N,Y,N
1946122,Y,N,Y,Y,Y
2341951,Y,N,Y,Y,Y
316052,N,N,N,Y,N
447084,N,N,N,Y,N
581391,N,N,N,Y,N
154053,N,N,N,Y,N
2017862,N,N,N,Y,N
2045032,Y,N,Y,Y,Y
2255363,N,N,N,Y,N
2309390,Y,N,Y,Y,Y
2331043,Y,N,Y,Y,Y
301626,N,N,N,Y,N
316053,N,N,N,Y,N
316828,Y,N,Y,Y,Y
575155,Y,N,Y,Y,Y
1668745,N,N,N,Y,N
2149786,Y,N,Y,Y,Y
301627,N,N,N,Y,N
316054,N,N,N,Y,N
343892,N,N,N,Y,N
368895,Y,N,Y,Y,Y
2149787,Y,N,Y,Y,Y
2160586,Y,N,Y,Y,Y
2319355,Y,N,Y,Y,Y
379632,N,N,N,Y,N
380748,N,N,N,Y,N
442181,N,N,N,Y,N
103665,N,N,N,Y,N
152887,N,N,N,Y,N
156171,N,N,N,Y,N
2058950,Y,N,Y,Y,Y
2301148,Y,N,Y,Y,Y
2325755,Y,N,Y,Y,Y
2334214,Y,N,Y,Y,Y
2336285,Y,N,Y,Y,Y
2338562,Y,N,Y,Y,Y
447088,N,N,N,Y,N
581395,N,N,N,Y,N
610581,Y,N,Y,Y,Y
156172,N,N,N,Y,N
2106191,Y,N,Y,Y,Y
2155737,Y,N,Y,Y,Y
2338068,N,N,N,Y,N
2345358,Y,N,Y,Y,Y
316101,N,N,N,Y,N
447089,N,N,N,Y,N
602068,N,N,N,Y,N
1668749,N,N,N,Y,N
2150788,Y,N,Y,Y,Y
2260263,Y,N,Y,Y,Y
2290161,N,N,N,Y,N
2319691,Y,N,Y,Y,Y
2346088,Y,N,Y,Y,Y
2349300,Y,N,Y,Y,Y
2350416,Y,N,Y,Y,Y
610583,Y,N,Y,Y,Y
2127343,N,N,N,Y,N
2260264,Y,N,Y,Y,Y
2320852,Y,N,Y,Y,Y
2349301,Y,N,Y,Y,Y
342717,Y,N,Y,Y,Y
472740,N,N,N,Y,N
535506,Y,N,Y,Y,Y
614148,Y,N,Y,Y,Y
1672304,N,N,N,Y,N
1810599,Y,N,Y,Y,Y
2127344,N,N,N,Y,N
2290163,N,N,N,Y,N
2320853,N,N,N,Y,N
26333,N,N,N,Y,N
308987,Y,N,Y,Y,Y
365164,N,N,N,Y,N
562237,N,N,N,Y,N
659131,N,N,N,Y,N
94879,N,N,N,Y,N
131335,N,N,N,Y,N
140245,N,N,N,Y,N
161189,N,N,N,Y,N
2120324,N,N,N,Y,N
2167206,Y,N,Y,Y,Y
2235813,Y,N,Y,Y,Y
2236209,Y,N,Y,Y,Y
2240826,Y,N,Y,Y,Y
2261201,Y,N,Y,Y,Y
2290164,N,N,N,Y,N
2301486,Y,N,Y,Y,Y
316105,N,N,N,Y,N
365165,N,N,N,Y,N
43920,Y,N,Y,Y,Y
482381,N,N,N,Y,N
54568,N,N,N,Y,N
659132,N,N,N,Y,N
1672306,N,N,N,Y,N
1686617,N,N,N,Y,N
2225518,Y,N,Y,Y,Y
2290165,Y,N,Y,Y,Y
2334715,Y,N,Y,Y,Y
306143,N,N,N,Y,N
316106,N,N,N,Y,N
446904,N,N,N,Y,N
511730,N,N,N,Y,N
156178,N,N,N,Y,N
1672307,N,N,N,Y,N
1676204,Y,N,Y,Y,Y
1869895,Y,N,Y,Y,Y
2194389,Y,N,Y,Y,Y
2241601,Y,N,Y,Y,Y
2285810,Y,N,Y,Y,Y
2290166,N,N,N,Y,N
2312675,Y,N,Y,Y,Y
349011,N,N,N,Y,N
399575,N,N,N,Y,N
659134,N,N,N,Y,N
128602,Y,N,Y,Y,Y
131338,Y,N,Y,Y,Y
1869896,N,N,N,Y,N
2235816,Y,N,Y,Y,Y
2290167,N,N,N,Y,N
2339181,Y,N,Y,Y,Y
316108,N,N,N,Y,N
659135,N,N,N,Y,N
103394,N,N,N,Y,N
1765306,Y,N,Y,Y,Y
1920574,Y,N,Y,Y,Y
2199061,N,N,N,Y,N
2349802,Y,N,Y,Y,Y
300016,N,N,N,Y,N
308261,Y,N,Y,Y,Y
31189,N,N,N,Y,N
349013,Y,N,Y,Y,Y
607359,N,N,N,Y,N
659136,N,N,N,Y,N
1681553,N,N,N,Y,N
2028331,Y,N,Y,Y,Y
2199062,N,N,N,Y,N
307489,N,N,N,Y,N
658741,N,N,N,Y,N
658859,N,N,N,Y,N
659137,N,N,N,Y,N
85244,Y,N,Y,Y,Y
85857,N,N,N,Y,N
115636,N,N,N,Y,N
1669369,N,N,N,Y,N
1879906,Y,N,Y,Y,Y
2215109,Y,N,Y,Y,Y
2329383,Y,N,Y,Y,Y
2344854,Y,N,Y,Y,Y
2349309,Y,N,Y,Y,Y
29346,N,N,N,Y,N
342445,N,N,N,Y,N
356143,Y,N,Y,Y,Y
452533,Y,N,Y,Y,Y
573151,Y,N,Y,Y,Y
658742,N,N,N,Y,N
115637,N,N,N,Y,N
134186,N,N,N,Y,N
135734,N,N,N,Y,N
156560,N,N,N,Y,N
1687234,Y,N,Y,Y,Y
1732125,N,N,N,Y,N
1869287,Y,N,Y,Y,Y
1974749,Y,N,Y,Y,Y
2199064,N,N,N,Y,N
2346475,Y,N,Y,Y,Y
356144,N,N,N,Y,N
360761,Y,N,Y,Y,Y
38914,N,N,N,Y,N
39030,Y,N,Y,Y,Y
50604,N,N,N,Y,N
562460,Y,N,Y,Y,Y
658130,N,N,N,Y,N
658743,N,N,N,Y,N
122766,N,N,N,Y,N
128283,N,N,N,Y,N
1732126,N,N,N,Y,N
1920578,Y,N,Y,Y,Y
2199065,N,N,N,Y,N
2277473,Y,N,Y,Y,Y
38915,N,N,N,Y,N
449593,N,N,N,Y,N
562461,Y,N,Y,Y,Y
156562,N,N,N,Y,N
1671143,N,N,N,Y,N
1760900,Y,N,Y,Y,Y
1785084,Y,N,Y,Y,Y
2112647,N,N,N,Y,N
2256981,N,N,N,Y,N
324015,N,N,N,Y,N
342448,N,N,N,Y,N
562462,Y,N,Y,Y,Y
658745,N,N,N,Y,N
81071,N,N,N,Y,N
147815,N,N,N,Y,N
156563,N,N,N,Y,N
1671144,N,N,N,Y,N
2221232,N,N,N,Y,N
2339845,Y,N,Y,Y,Y
331306,Y,N,Y,Y,Y
396297,Y,N,Y,Y,Y
563192,N,N,N,Y,N
616652,N,N,N,Y,N
67924,Y,N,Y,Y,Y
133794,N,N,N,Y,N
2028670,N,N,N,Y,N
2221233,N,N,N,Y,N
2224357,N,N,N,Y,N
2256983,Y,N,Y,Y,Y
2340231,Y,N,Y,Y,Y
300194,N,N,N,Y,N
353637,N,N,N,Y,N
369450,Y,N,Y,Y,Y
449596,N,N,N,Y,N
562464,Y,N,Y,Y,Y
103897,N,N,N,Y,N
160236,N,N,N,Y,N
1671146,N,N,N,Y,N
1869831,N,N,N,Y,N
2221234,N,N,N,Y,N
2242060,Y,N,Y,Y,Y
2328498,Y,N,Y,Y,Y
2340232,Y,N,Y,Y,Y
2344742,Y,N,Y,Y,Y
2349486,Y,N,Y,Y,Y
343837,N,N,N,Y,N
562960,Y,N,Y,Y,Y
658135,N,N,N,Y,N
1932381,Y,N,Y,Y,Y
2155194,Y,N,Y,Y,Y
2221235,N,N,N,Y,N
2291607,Y,N,Y,Y,Y
2346525,Y,N,Y,Y,Y
308927,Y,N,Y,Y,Y
341443,N,N,N,Y,N
343838,N,N,N,Y,N
458390,N,N,N,Y,N
562961,Y,N,Y,Y,Y
658136,N,N,N,Y,N
79348,Y,N,Y,Y,Y
156611,N,N,N,Y,N
157502,N,N,N,Y,N
1671148,N,N,N,Y,N
2221236,N,N,N,Y,N
2244790,Y,N,Y,Y,Y
2298962,Y,N,Y,Y,Y
2349532,Y,N,Y,Y,Y
485607,Y,N,Y,Y,Y
503895,Y,N,Y,Y,Y
560072,N,N,N,Y,N
578280,Y,N,Y,Y,Y
658137,N,N,N,Y,N
104673,N,N,N,Y,N
133798,N,N,N,Y,N
140637,N,N,N,Y,N
1671149,N,N,N,Y,N
1881362,N,N,N,Y,N
2183474,Y,N,Y,Y,Y
2335222,Y,N,Y,Y,Y
2347751,Y,N,Y,Y,Y
308929,Y,N,Y,Y,Y
616495,N,N,N,Y,N
616657,N,N,N,Y,N
658138,N,N,N,Y,N
156613,N,N,N,Y,N
1672374,N,N,N,Y,N
341284,Y,N,Y,Y,Y
36410,Y,N,Y,Y,Y
658139,N,N,N,Y,N
81078,N,N,N,Y,N
1672375,N,N,N,Y,N
2147836,Y,N,Y,Y,Y
301630,N,N,N,Y,N
36411,Y,N,Y,Y,Y
1672376,N,N,N,Y,N
2284817,Y,N,Y,Y,Y
2300421,Y,N,Y,Y,Y
2347259,Y,N,Y,Y,Y
362931,N,N,N,Y,N
399517,N,N,N,Y,N
147382,Y,N,Y,Y,Y
1668750,N,N,N,Y,N
1672377,N,N,N,Y,N
1786362,N,N,N,Y,N
1897341,N,N,N,Y,N
2094873,Y,N,Y,Y,Y
2232923,N,N,N,Y,N
2321979,Y,N,Y,Y,Y
2345360,Y,N,Y,Y,Y
301470,N,N,N,Y,N
84131,N,N,N,Y,N
1668751,N,N,N,Y,N
1732515,N,N,N,Y,N
2155740,Y,N,Y,Y,Y
2177575,N,N,N,Y,N
2224905,N,N,N,Y,N
2332554,Y,N,Y,Y,Y
2342850,Y,N,Y,Y,Y
2347918,Y,N,Y,Y,Y
417194,N,N,N,Y,N
458397,N,N,N,Y,N
541529,N,N,N,Y,N
566865,N,N,N,Y,N
93493,Y,N,Y,Y,Y
158689,N,N,N,Y,N
1672379,N,N,N,Y,N
2149793,Y,N,Y,Y,Y
2232925,N,N,N,Y,N
2300262,Y,N,Y,Y,Y
2300424,Y,N,Y,Y,Y
2335723,Y,N,Y,Y,Y
308204,Y,N,Y,Y,Y
380754,N,N,N,Y,N
542754,N,N,N,Y,N
639810,Y,N,Y,Y,Y
133849,N,N,N,Y,N
154062,N,N,N,Y,N
2219570,Y,N,Y,Y,Y
2230531,N,N,N,Y,N
127171,Y,N,Y,Y,Y
152894,N,N,N,Y,N
1668754,N,N,N,Y,N
1846954,N,N,N,Y,N
1913229,N,N,N,Y,N
2155743,Y,N,Y,Y,Y
2230532,Y,N,Y,Y,Y
330643,N,N,N,N,N
639812,Y,N,Y,Y,Y
151391,Y,N,Y,Y,Y
154064,N,N,N,Y,N
1845118,Y,N,Y,Y,Y
2131470,N,N,N,Y,N
2149796,Y,N,Y,Y,Y
2213442,N,N,N,Y,N
2332558,Y,N,Y,Y,Y
2339623,Y,N,Y,Y,Y
308991,Y,N,Y,Y,Y
359706,Y,N,Y,Y,Y
380757,N,N,N,Y,N
453495,Y,N,Y,Y,Y
111242,N,N,N,Y,N
127173,Y,N,Y,Y,Y
129117,N,N,N,Y,N
1668800,N,N,N,Y,N
1786368,Y,N,Y,Y,Y
2047439,N,N,N,Y,N
2185481,Y,N,Y,Y,Y
2311453,Y,N,Y,Y,Y
2343908,N,N,N,Y,N
308208,Y,N,Y,Y,Y
316065,N,N,N,Y,N
326028,N,N,N,N,N
338890,Y,N,Y,Y,Y
44276,Y,N,Y,Y,Y
126283,N,N,N,Y,N
156956,N,N,N,Y,N
1668801,N,N,N,Y,N
1672310,N,N,N,Y,N
1716041,Y,N,Y,Y,Y
2002060,N,N,N,Y,N
2136873,Y,N,Y,Y,Y
2230986,N,N,N,Y,N
306760,N,N,N,Y,N
308209,Y,N,Y,Y,Y
316110,N,N,N,Y,N
361273,Y,N,Y,Y,Y
380759,N,N,N,Y,N
1668802,N,N,N,Y,N
2120286,Y,N,Y,Y,Y
2136874,Y,N,Y,Y,Y
2167663,N,N,N,Y,N
2236215,Y,N,Y,Y,Y
2279533,Y,N,Y,Y,Y
2317134,Y,N,Y,Y,Y
306761,N,N,N,Y,N
319073,Y,N,Y,Y,Y
1669370,N,N,N,Y,N
1672312,N,N,N,Y,N
1904701,Y,N,Y,Y,Y
1938452,Y,N,Y,Y,Y
2236667,Y,N,Y,Y,Y
2349310,Y,N,Y,Y,Y
306762,N,N,N,Y,N
316068,N,N,N,Y,N
44279,Y,N,Y,Y,Y
658861,N,N,N,Y,N
77183,N,N,N,Y,N
11915,N,N,N,Y,N
126286,N,N,N,Y,N
1975759,Y,N,Y,Y,Y
2260274,Y,N,Y,Y,Y
2305102,Y,N,Y,Y,Y
2341850,Y,N,Y,Y,Y
399699,Y,N,Y,Y,Y
658862,N,N,N,Y,N
77184,N,N,N,Y,N
11916,N,N,N,Y,N
126287,N,N,N,Y,N
128564,Y,N,Y,Y,Y
154565,N,N,N,Y,N
1668805,N,N,N,Y,N
1669372,N,N,N,Y,N
2030955,N,N,N,Y,N
319076,Y,N,Y,Y,Y
329985,Y,N,Y,Y,Y
484334,N,N,N,Y,N
567035,Y,N,Y,Y,Y
609308,Y,N,Y,Y,Y
634418,N,N,N,Y,N
659141,N,N,N,Y,N
154566,N,N,N,Y,N
1668806,N,N,N,Y,N
1866941,Y,N,Y,Y,Y
2349313,Y,N,Y,Y,Y
307494,Y,N,Y,Y,Y
327591,N,N,N,Y,N
349632,Y,N,Y,Y,Y
360549,Y,N,Y,Y,Y
36307,Y,N,Y,Y,Y
567649,Y,N,Y,Y,Y
658864,N,N,N,Y,N
659142,N,N,N,Y,N
141642,N,N,N,Y,N
1668807,N,N,N,Y,N
1669374,N,N,N,Y,N
1879911,Y,N,Y,Y,Y
1920581,Y,N,Y,Y,Y
2030957,N,N,N,Y,N
2179908,Y,N,Y,Y,Y
2271013,N,N,N,Y,N
2320252,Y,N,Y,Y,Y
2342087,Y,N,Y,Y,Y
2342744,Y,N,Y,Y,Y
2346759,Y,N,Y,Y,Y
327303,Y,N,Y,Y,Y
350631,N,N,N,Y,N
1668808,N,N,N,Y,N
2159532,N,N,N,Y,N
2346480,Y,N,Y,Y,Y
2346598,Y,N,Y,Y,Y
307540,Y,N,Y,Y,Y
380648,N,N,N,Y,N
132572,N,N,N,Y,N
1668809,N,N,N,Y,N
2342746,Y,N,Y,Y,Y
2349929,Y,N,Y,Y,Y
306768,N,N,N,Y,N
316000,N,N,N,Y,N
393951,N,N,N,Y,N
644718,N,N,N,Y,N
659145,N,N,N,Y,N
1672319,N,N,N,Y,N
1749729,Y,N,Y,Y,Y
2119060,Y,N,Y,Y,Y
2342747,Y,N,Y,Y,Y
306813,N,N,N,Y,N
307498,Y,N,Y,Y,Y
316119,N,N,N,Y,N
323742,Y,N,Y,Y,Y
644719,N,N,N,Y,N
2205650,Y,N,Y,Y,Y
2302887,Y,N,Y,Y,Y
2306171,Y,N,Y,Y,Y
2314190,Y,N,Y,Y,Y
37374,Y,N,Y,Y,Y
658869,N,N,N,Y,N
659147,N,N,N,Y,N
160196,N,N,N,Y,N
1669379,N,N,N,Y,N
1761303,Y,N,Y,Y,Y
1842673,Y,N,Y,Y,Y
2120222,N,N,N,Y,N
2197615,N,N,N,N,N
2350155,N,N,N,Y,N
319460,Y,N,Y,Y,Y
443471,Y,N,Y,Y,Y
446919,N,N,N,Y,N
593376,N,N,N,Y,N
631634,N,N,N,Y,N
107961,Y,N,Y,Y,Y
1666418,N,N,N,Y,N
2338466,Y,N,Y,Y,Y
2340517,Y,N,Y,Y,Y
316004,N,N,N,Y,N
329875,N,N,N,Y,N
393955,Y,N,Y,Y,Y
482893,N,N,N,Y,N
562470,Y,N,Y,Y,Y
658140,N,N,N,Y,N
1666419,N,N,N,Y,N
2338016,Y,N,Y,Y,Y
308932,Y,N,Y,Y,Y
342295,N,N,N,Y,N
39159,Y,N,Y,Y,Y
586745,N,N,N,Y,N
616660,N,N,N,Y,N
1938508,Y,N,Y,Y,Y
311713,N,N,N,Y,N
316006,N,N,N,Y,N
81081,N,N,N,Y,N
126062,N,N,N,Y,N
1904272,Y,N,Y,Y,Y
2127904,Y,N,Y,Y,Y
2139163,Y,N,Y,Y,Y
2246407,Y,N,Y,Y,Y
306819,N,N,N,Y,N
380538,N,N,N,Y,N
562473,Y,N,Y,Y,Y
90929,N,N,N,Y,N
126063,N,N,N,Y,N
140643,N,N,N,Y,N
2325545,Y,N,Y,Y,Y
